Industry Name,Number of Firms,Beta,Cost of Equity,E/(D+E),Std Dev in Stock,Cost of Debt,Tax Rate,After-tax Cost of Debt,D/(D+E),Cost of Capital,Cost of Capital (Local Currency)
Electrical Equipment,119,1.143250093,0.08955093029,0.8392652702,0.546296312,0.037,0.058680823,0.0222,0.1607347298,0.07872529671,0.1221283754
Electronics (Consumer & Office),24,1.083404984,0.08614574359,0.8376093568,0.669406497,0.0405,0.038059152,0.0243,0.1623906432,0.07610257351,0.1194001255
Electronics (General),164,0.864158321,0.07367060846,0.8483578868,0.489119183,0.037,0.088485489,0.0222,0.1516421132,0.06586549663,0.1087511545
Engineering/Construction,48,1.181064019,0.09170254268,0.7549776505,0.442309129,0.037,0.151509873,0.0222,0.2450223495,0.07467286638,0.1179128934
Entertainment,79,1.202356752,0.09291409919,0.7643690796,0.447072212,0.037,0.054961688,0.0222,0.2356309204,0.07625167091,0.119555222
Environmental & Waste Services,89,0.852223053,0.07299149172,0.7195074574,0.579383386,0.037,0.050661097,0.0222,0.2804925426,0.05874485706,0.1013440123
Farming/Agriculture,37,0.919292835,0.07680776231,0.6248608145,0.411396952,0.037,0.078907754,0.0222,0.3751391855,0.05632225083,0.09882393119
Financial Svcs. (Non-bank & Insurance),258,0.654507864,0.06174149746,0.08167223829,0.291975723,0.035,0.208048097,0.021,0.9183277617,0.02432744929,0.06554180201
Food Processing,87,0.753736473,0.06738760531,0.7883679786,0.309800861,0.035,0.146645236,0.021,0.2116320214,0.05757050263,0.1001224071
Food Wholesalers,16,1.203724659,0.0929919331,0.733480356,0.526582768,0.037,0.117699908,0.0222,0.266519644,0.07412449229,0.1173424552
Furn/Home Furnishings,30,0.83564219,0.07204804061,0.7751426222,0.429435947,0.037,0.145757495,0.0222,0.2248573778,0.06083934091,0.1035227688
Green & Renewable Energy,25,1.140302509,0.08938321276,0.3644547836,0.475992119,0.037,0.042455057,0.0222,0.6355452164,0.04668524327,0.08879917357
Healthcare Products,254,1.036305175,0.08346576446,0.847762194,0.565929946,0.037,0.061189371,0.0222,0.152237806,0.0741387989,0.1173573374
Healthcare Support Services,121,0.938830232,0.0779194402,0.7565533923,0.50058688,0.037,0.143061928,0.0222,0.2434466077,0.0643547315,0.1071796029
Heathcare Information and Technology,125,0.950516269,0.07858437571,0.8285110964,0.524647648,0.037,0.063230075,0.0222,0.1714889036,0.06891508093,0.1119234404
Homebuilding,33,1.077566589,0.08581353891,0.6013505966,0.337606557,0.035,0.272807214,0.021,0.3986494034,0.0599756603,0.1026243375
Hospitals/Healthcare Facilities,38,1.097826003,0.08696629957,0.3693233493,0.446744597,0.037,0.120551503,0.0222,0.6306766507,0.04611970668,0.08821088232
Hotel/Gaming,69,0.960901266,0.07917528204,0.6440144102,0.393155543,0.035,0.11230077,0.021,0.3559855898,0.05846571995,0.1010536439
Household Products,129,0.796524584,0.06982224883,0.8250628867,0.509059938,0.037,0.090529543,0.0222,0.1749371133,0.06149135009,0.1042010119
Information Services,64,0.981280223,0.08033484469,0.8301679225,0.366468042,0.035,0.163691491,0.021,0.1698320775,0.07025788475,0.1133202727
Insurance (General),19,0.904797344,0.07598296887,0.7196763686,0.303764905,0.035,0.183317855,0.021,0.2803236314,0.06056994337,0.1032425319
Insurance (Life),22,1.034403993,0.0833575872,0.5834010554,0.278048566,0.035,0.229050458,0.021,0.4165989446,0.05737948218,0.0999237008
Insurance (Prop/Cas.),50,0.8301207,0.07173386783,0.7627407731,0.254108207,0.035,0.222733946,0.021,0.2372592269,0.05969678957,0.1023342463
Investments & Asset Management,156,0.895979616,0.07548124015,0.6188546027,0.343028075,0.035,0.077059916,0.021,0.3811453973,0.05471596623,0.09715301688
Machinery,127,1.062374576,0.08494911337,0.8217237463,0.385939542,0.035,0.117293029,0.021,0.1782762537,0.07354850501,0.1167432928
Metals & Mining,97,1.303872193,0.09869032778,0.6579819067,0.773569735,0.052,0.011602166,0.0312,0.3420180933,0.07560741455,0.1188850436
Office Equipment & Services,24,1.490142311,0.1092890975,0.6480048485,0.338495552,0.035,0.16684141,0.021,0.3519951515,0.07821176324,0.1215941796
Oil/Gas (Integrated),7,1.080586115,0.08598534994,0.8553855944,0.462978422,0.037,0.01143716,0.0222,0.1446144056,0.07676106947,0.1200851164
Oil/Gas (Production and Exploration),330,1.377352122,0.1028713357,0.6803457625,0.750773728,0.052,0.003206622,0.0312,0.3196542375,0.07996128957,0.1234140991
Oil/Gas Distribution,78,1.195250343,0.09250974452,0.5648190236,0.45132626,0.037,0.029253812,0.0222,0.4351809764,0.06191228125,0.1046388794
Oilfield Svcs/Equip.,148,1.365760604,0.1022117784,0.7538039866,0.604987626,0.037,0.041130841,0.0222,0.2461960134,0.08251319751,0.1260686844
Packaging & Container,26,0.838636636,0.07221842459,0.6408907241,0.295798439,0.035,0.24469677,0.021,0.3591092759,0.05382541322,0.09622663201
Paper/Forest Products,23,1.118469839,0.08814093384,0.6696158467,0.386747016,0.035,0.144583624,0.021,0.3303841533,0.06595863326,0.1088480385
Power,68,0.544082068,0.05545826967,0.5338915629,0.241059046,0.0305,0.19268079,0.0183,0.4661084371,0.03813848667,0.07990853373
Precious Metals,109,1.251165831,0.09569133578,0.8057642326,0.783112468,0.052,0.018393818,0.0312,0.1942357674,0.08316481169,0.1267465166
Publishing & Newspapers,37,1.32027717,0.09962377097,0.6371625,0.480822181,0.037,0.143162892,0.0222,0.3628375,0.07153152347,0.1146451569
R.E.I.T.,238,0.724807336,0.06574153742,0.5572370057,0.246728323,0.0305,0.017204393,0.0183,0.4427629943,0.04473618026,0.08677168898
Real Estate (Development),18,0.684268152,0.06343485785,0.6230295827,0.394546045,0.035,0.019684427,0.021,0.3769704173,0.04743817178,0.08958239655
Real Estate (General/Diversified),11,1.270788445,0.09680786252,0.8043087331,0.249892323,0.0305,0.153217991,0.0183,0.1956912669,0.08144455945,0.1249570491
Real Estate (Operations & Services),54,0.991680789,0.08092663689,0.5660337132,0.501542171,0.037,0.087764248,0.0222,0.4339662868,0.05544125635,0.09790748943
Recreation,66,0.920928349,0.07690082306,0.762674987,0.460117306,0.037,0.132108366,0.0222,0.237325013,0.06391894951,0.106726287
Reinsurance,3,0.747361371,0.06702486201,0.7554295891,0.212270175,0.0305,0.193321427,0.0183,0.2445704109,0.05510820249,0.09756103497
Restaurant/Dining,86,0.768290304,0.0682157183,0.740712335,0.390963156,0.035,0.16474325,0.021,0.259287665,0.05597326495,0.09846090367
Retail (Automotive),25,0.913034834,0.07645168205,0.6254294085,0.283012957,0.035,0.225780008,0.021,0.3745705915,0.05568111271,0.09815699654
Retail (Building Supply),6,1.298194393,0.09836726096,0.8205903681,0.396213283,0.035,0.201050762,0.021,0.1794096319,0.08448682915,0.1281217261
Retail (Distributors),88,1.104604532,0.08735199787,0.6371279155,0.404782612,0.037,0.169545711,0.0222,0.3628720845,0.0637101566,0.1065090932
Retail (General),19,1.048330546,0.08415000807,0.7164709362,0.40003422,0.037,0.222238312,0.0222,0.2835290638,0.06658538028,0.109500003
Retail (Grocery and Food),14,0.690068758,0.06376491233,0.5993273295,0.351270256,0.035,0.241055639,0.021,0.4006726705,0.0466301807,0.08874189553
Retail (Online),57,1.227182507,0.09432668465,0.9121930442,0.488635002,0.037,0.084639941,0.0222,0.08780695582,0.08799346004,0.1317694481
Retail (Special Lines),108,1.022467012,0.08267837298,0.6573492283,0.421890966,0.037,0.212907391,0.0222,0.3426507717,0.06195541181,0.1046837454
Rubber& Tires,4,1.345535047,0.1010609442,0.5802249665,0.63876931,0.037,0.100946221,0.0222,0.4197750335,0.06795708869,0.1109269029
Semiconductor,80,1.195275265,0.09251116258,0.8764877491,0.420767575,0.037,0.077081178,0.0222,0.1235122509,0.08382687263,0.1274352159
Semiconductor Equip,45,1.09725641,0.08693388973,0.8594900849,0.38240556,0.035,0.111278244,0.021,0.1405099151,0.07766952448,0.1210301236
Shipbuilding & Marine,11,1.202475701,0.09292086739,0.6738152881,0.735391843,0.0405,0.072994815,0.0243,0.3261847119,0.07053778953,0.1136114396
Shoe,10,0.851920561,0.07297427992,0.9069635425,0.372111033,0.035,0.144693274,0.021,0.09303645745,0.06813877704,0.1111159015
Software (Entertainment),13,0.980741716,0.08030420364,0.8715191187,0.481404993,0.037,0.01037851,0.0222,0.1284808813,0.07283892435,0.1160051617
Software (Internet),297,1.133334074,0.08898670881,0.9590726015,0.558514378,0.037,0.034863142,0.0222,0.04092739851,0.08625330256,0.1299592745
Software (System & Application),236,1.125760214,0.08855575618,0.8230362165,0.474012732,0.037,0.056743788,0.0222,0.1769637835,0.07681319051,0.1201393346
Steel,38,1.599676101,0.1155215701,0.6760046643,0.541872775,0.037,0.079423923,0.0222,0.3239953357,0.0852858167,0.1289528613
Telecom (Wireless),17,1.11578972,0.08798843507,0.4660276662,0.376721455,0.035,0.091112082,0.021,0.5339723338,0.05221846406,0.0945550264
Telecom. Equipment,107,0.988585317,0.08075050454,0.8028876198,0.492408678,0.037,0.06141508,0.0222,0.1971123802,0.06920947522,0.1122296798
Telecom. Services,67,1.042428987,0.08381420936,0.6028131945,0.472061983,0.037,0.133572765,0.0222,0.3971868055,0.05934185837,0.1019650342
Tobacco,22,1.279160354,0.09728422414,0.8533572034,0.617287832,0.037,0.088435478,0.0222,0.1466427966,0.08627366353,0.1299804547
Transportation,17,1.013576519,0.08217250393,0.7577116401,0.327158639,0.035,0.17464259,0.021,0.2422883599,0.06735111828,0.1102965509
Transportation (Railroads),7,0.786016021,0.06922431159,0.7816169505,0.270511332,0.035,0.221709007,0.021,0.2183830495,0.05869293937,0.1012900056
Trucking,30,1.205034614,0.09306646954,0.5241193682,0.420122795,0.037,0.267388849,0.0222,0.4758806318,0.05934248924,0.1019656905
Utility (General),18,0.376499481,0.04592282047,0.5939241083,0.193179203,0.0305,0.256242141,0.0183,0.4060758917,0.03470585902,0.0763377925
Utility (Water),22,0.648851869,0.06141967135,0.6970337948,0.270303677,0.035,0.119746167,0.021,0.3029662052,0.0491738769,0.09138793868
Total Market,7330,1.000981401,0.08145584172,0.59560314,0.450375341,0.037,0.104353396,0.0222,0.40439686,0.05749296539,0.1000417501
Total Market (without financials),6100,1.079612935,0.08592997602,0.7368617847,0.4881404361,0.037,0.08305870969,0.0222,0.2631382153,0.06916018387,0.1121784052
