Industry Name,Number of Firms,Beta,Cost of Equity,E/(D+E),Std Dev in Stock,Cost of Debt,Tax Rate,After-tax Cost of Debt,D/(D+E),Cost of Capital,Cost of Capital (Local Currency)
Oil/Gas (Integrated),4,1.300645569,0.08683356959,0.7885242298,0.286224034,0.0327,0.245424395,0.024525,0.2114757702,0.07365681684,0.1212573654
Oil/Gas (Production and Exploration),269,1.478219605,0.09606741946,0.6394322153,0.593651187,0.0367,0.03704685,0.027525,0.3605677847,0.07135323112,0.1188516502
Oil/Gas Distribution,24,1.016075276,0.07203591435,0.5271744997,0.326576943,0.0327,0.054572903,0.024525,0.4728255003,0.0495715425,0.09610427099
Oilfield Svcs/Equip.,136,1.57914625,0.101315605,0.6727116293,0.534969891,0.0367,0.050552119,0.027525,0.3272883707,0.07716479812,0.1249208729
Packaging & Container,24,0.990356914,0.07069855953,0.6026340841,0.331374104,0.0327,0.121782498,0.024525,0.3973659159,0.05235076076,0.09900670582
Paper/Forest Products,15,1.53666498,0.09910657896,0.7171236499,0.373667154,0.0327,0.104055131,0.024525,0.2828763501,0.07800921412,0.1258027261
Power,52,0.575828777,0.0491430964,0.5796659617,0.184872237,0.0272,0.132674867,0.0204,0.4203340383,0.03706139462,0.08303948601
Precious Metals,83,1.435073122,0.09382380234,0.8448047109,0.826426419,0.0692,0.017488117,0.0519,0.1551952891,0.08731742572,0.135523617
Publishing & Newspapers,31,1.067508815,0.07471045838,0.596772575,0.38178201,0.0327,0.080958314,0.024525,0.403227425,0.05447430522,0.1012243976
R.E.I.T.,234,0.683839332,0.05475964526,0.5423703252,0.19856503,0.0272,0.019179893,0.0204,0.4576296748,0.03903565197,0.08510127201
Real Estate (Development),20,1.236150137,0.08347980712,0.5881531565,0.472235676,0.0367,0.021859481,0.027525,0.4118468435,0.06043499643,0.1074493559
Real Estate (General/Diversified),12,1.632605338,0.1040954776,0.6876138558,0.213498317,0.0272,0.065475746,0.0204,0.3123861442,0.07795017005,0.1257410643
Real Estate (Operations & Services),57,0.932613374,0.06769589545,0.6297132152,0.391522075,0.0327,0.055796462,0.024525,0.3702867848,0.05171028338,0.09833783288
Recreation,63,0.901774873,0.0660922934,0.7480452528,0.475304332,0.0367,0.0821405,0.027525,0.2519547472,0.05637508074,0.1032094439
Reinsurance,2,0.819046342,0.06179040978,0.7751229041,0.148715632,0.0272,0.175457128,0.0204,0.2248770959,0.05248265463,0.0991444472
Restaurant/Dining,77,0.97298048,0.06979498496,0.7059410298,0.387566962,0.0327,0.065675939,0.024525,0.2940589702,0.0564829398,0.1033220849
Retail (Automotive),26,1.332582621,0.08849429629,0.5784643217,0.373701271,0.0327,0.140413721,0.024525,0.4215356783,0.06152895559,0.1085918157
Retail (Building Supply),17,1.358857744,0.08986060269,0.7954586749,0.472945897,0.0367,0.1489983,0.027525,0.2045413251,0.07711039591,0.1248640588
Retail (Distributors),80,1.278978137,0.08570686312,0.6216585777,0.428307926,0.0367,0.119608046,0.027525,0.3783414223,0.06369425428,0.1108531128
Retail (General),18,1.143699672,0.07867238294,0.7569793794,0.404021995,0.0367,0.154900942,0.027525,0.2430206206,0.0662425142,0.1135143498
Retail (Grocery and Food),13,0.587786853,0.04976491636,0.508494578,0.371813722,0.0327,0.127818809,0.024525,0.491505422,0.03735936062,0.08335066232
Retail (Online),70,1.230127378,0.08316662366,0.8859904843,0.559671851,0.0367,0.02918915,0.027525,0.1140095157,0.07682294909,0.124563868
Retail (Special Lines),89,1.030321235,0.07277670422,0.5862688475,0.44947683,0.0367,0.118927488,0.027525,0.4137311525,0.05405466448,0.1007861521
Rubber& Tires,4,0.982988968,0.07031542634,0.3596732325,0.575891864,0.0367,0.20746164,0.027525,0.6403267675,0.04291557096,0.08915320711
Semiconductor,72,1.286598287,0.08610311092,0.8944540239,0.436946034,0.0367,0.061504983,0.027525,0.1055459761,0.07992042703,0.1277986726
Semiconductor Equip,39,1.278467646,0.08568031759,0.8914798316,0.410637031,0.0367,0.097113162,0.027525,0.1085201684,0.07936929273,0.1272231037
Shipbuilding & Marine,10,2.173548476,0.1322245208,0.6422006962,0.340543042,0.0327,0.04892398,0.024525,0.3577993038,0.09368970721,0.1421784134
Shoe,11,0.868160264,0.06434433373,0.9191020661,0.375639371,0.0327,0.139784381,0.024525,0.08089793386,0.0611230319,0.1081678954
Software (Entertainment),86,1.288330028,0.08619316146,0.9634007514,0.61373099,0.0367,0.025786193,0.027525,0.03659924861,0.08404595083,0.1321071014
Software (Internet),30,1.672830078,0.1061871641,0.8304646054,0.447814043,0.0367,0.012283565,0.027525,0.1695353946,0.09285114303,0.1413026715
Software (System & Application),363,1.196459765,0.08141590778,0.9118114911,0.49502169,0.0367,0.026009853,0.027525,0.08818850895,0.07666334898,0.124397192
Steel,32,1.618693392,0.1033720564,0.680400306,0.393878678,0.0327,0.092520966,0.024525,0.319599694,0.07817256129,0.1259733152
Telecom (Wireless),18,1.142928674,0.07863229105,0.4325420112,0.418491407,0.0367,0.058932112,0.027525,0.5674579888,0.04963105046,0.09616641723
Telecom. Equipment,91,0.894386107,0.06570807756,0.8530783063,0.462957187,0.0367,0.043136855,0.027525,0.1469216937,0.06009815514,0.1070975807
Telecom. Services,67,1.048161411,0.07370439337,0.5580598721,0.544733461,0.0367,0.041683739,0.027525,0.4419401279,0.05329586636,0.09999371265
Tobacco,17,1.680268449,0.1065739593,0.777851196,0.384851723,0.0327,0.114848199,0.024525,0.222148804,0.08834688116,0.1365987133
Transportation,18,1.305169817,0.08706883048,0.6483692307,0.279851295,0.0327,0.127586542,0.024525,0.3516307693,0.06507649526,0.1122966354
Transportation (Railroads),8,2.240425339,0.1357021176,0.7921622809,0.182467472,0.0272,0.12240467,0.0204,0.2078377191,0.1117379885,0.1610268648
Trucking,33,1.372174672,0.09055308294,0.6334099593,0.41853845,0.0367,0.167348434,0.027525,0.3665900407,0.06744761545,0.1147728792
Utility (General),16,0.283927739,0.03396424243,0.5989985588,0.131125922,0.0272,0.134455756,0.0204,0.4010014412,0.02852496167,0.07412459051
Utility (Water),17,0.684512515,0.05479465078,0.7366213262,0.178805219,0.0272,0.10013338,0.0204,0.2633786738,0.04573583327,0.09209850568
Total Market,7053,1.128840232,0.07789969207,0.6328949838,0.4235641798,0.0367,0.07320422542,0.027525,0.3671050162,0.05940688992,0.1063756683
Total Market (without financials),5878,1.209528031,0.0820954576,0.7598520105,0.4640609421,0.0367,0.05813081579,0.027525,0.2401479895,0.06899047192,0.1163841382
