Industry Name,Number of Firms,Beta,Cost of Equity,E/(D+E),Std Dev in Stock,Cost of Debt,Tax Rate,After-tax Cost of Debt,D/(D+E),Cost of Capital,Cost of Capital (Local Currency)
Food Wholesalers,15,1.785612923,0.1148091365,0.7274894083,0.5541928742,0.0391,0.1190997739,0.029716,0.2725105917,0.09162035551,0.1355422736
Furn/Home Furnishings,31,0.7900928571,0.06423671714,0.7820831563,0.512585549,0.0391,0.125551268,0.029716,0.2179168437,0.05671407142,0.09923151689
Green & Renewable Energy,22,1.201616533,0.08514211989,0.5044717085,0.6028807458,0.0391,0.02412009216,0.029716,0.4955282915,0.0576769094,0.1002330952
Healthcare Products,251,0.9412867387,0.07191736633,0.8540938942,0.6692073768,0.0466,0.0478927374,0.035416,0.1459061058,0.06659159411,0.1095064669
Healthcare Support Services,115,0.8975385051,0.06969495606,0.801106671,0.5744250492,0.0391,0.1368956825,0.029716,0.198893329,0.0617434084,0.1044632119
Heathcare Information and Technology,112,0.97915624,0.07384113699,0.83825803,0.5863612243,0.0391,0.05962006841,0.029716,0.16174197,0.06670425041,0.109623656
Homebuilding,32,1.108366452,0.08040501574,0.7160713007,0.4469965403,0.0391,0.2385931828,0.029716,0.2839286993,0.06601294943,0.1089045401
Hospitals/Healthcare Facilities,35,1.1785352,0.08396958816,0.3616461788,0.6062819431,0.0391,0.1057098299,0.029716,0.6383538212,0.04933660284,0.09155721199
Hotel/Gaming,70,0.9386527742,0.07178356093,0.7147633373,0.455138318,0.0391,0.1400572207,0.029716,0.2852366627,0.05978435024,0.10242533
Household Products,131,0.996213,0.0747076204,0.8262555332,0.5629691537,0.0391,0.07354685725,0.029716,0.1737444668,0.0668905753,0.1098174777
Information Services,61,0.881602963,0.06888543052,0.8642452548,0.4134862338,0.0391,0.1589847858,0.029716,0.1357547452,0.06356799446,0.1063612111
Insurance (General),21,0.7838548571,0.06391982674,0.722026426,0.3721397339,0.0361,0.147093683,0.027436,0.277973574,0.05377828703,0.09617760967
Insurance (Life),25,1.007662182,0.07528923884,0.6367193249,0.3733581947,0.0361,0.153228285,0.027436,0.3632806751,0.05790508192,0.1004704483
Insurance (Prop/Cas.),50,0.8384003333,0.06669073693,0.7909749663,0.3465279934,0.0361,0.185020319,0.027436,0.2090250337,0.05848551422,0.1010742346
Investments & Asset Management,165,0.9874288264,0.07426138438,0.703833058,0.4099609316,0.0391,0.08297953764,0.029716,0.296166942,0.06106851411,0.1037611629
Machinery,126,1.149321121,0.08248551297,0.83510296,0.4317096006,0.0391,0.1405402021,0.029716,0.16489704,0.07378397648,0.1169882385
Metals & Mining,102,1.103209129,0.08014302377,0.7660505081,0.8232807989,0.0691,0.01659982989,0.052516,0.2339494919,0.0736796956,0.1168797619
Office Equipment & Services,24,1.373441905,0.09387084876,0.6594242439,0.4965882875,0.0391,0.1836937533,0.029716,0.3405757561,0.07202126264,0.115154601
Oil/Gas (Integrated),5,1.3724,0.09381792,0.867354454,0.2021292065,0.0311,0.1096470459,0.023636,0.132645546,0.0845086009,0.1281443739
Oil/Gas (Production and Exploration),311,1.258732015,0.08804358636,0.7046669726,0.7888253543,0.0691,0.02184044717,0.052516,0.2953330274,0.07755111672,0.1209069516
Oil/Gas Distribution,16,1.2064832,0.08538934656,0.5169895552,0.6278669469,0.0391,0.04837216375,0.029716,0.4830104448,0.05849853868,0.1010877831
Oilfield Svcs/Equip.,130,1.227205943,0.0864420619,0.7634797404,0.7328639163,0.0466,0.05267015927,0.035416,0.2365202596,0.07437336449,0.1176013409
Packaging & Container,25,0.7385258182,0.06161711156,0.6656725847,0.2767473399,0.0361,0.22371596,0.027436,0.3343274153,0.05018942888,0.09244435193
Paper/Forest Products,21,1.199084632,0.08501349928,0.7142451573,0.568136332,0.0391,0.1418115803,0.029716,0.2857548427,0.06921197108,0.1122322761
Power,61,0.5045229474,0.04972976573,0.5670159043,0.312260082,0.0361,0.2030772174,0.027436,0.4329840957,0.04007691973,0.08192496066
Precious Metals,111,0.9631496709,0.07302800328,0.8485427208,0.9135157674,0.0816,0.02156406849,0.062016,0.1514572792,0.07136015523,0.1144668936
Publishing & Newspapers,41,1.018990974,0.0758647415,0.692078451,0.5414123198,0.0391,0.119199355,0.029716,0.307921549,0.06165454953,0.1043707777
R.E.I.T.,244,0.6592571478,0.05759026311,0.5602145615,0.3214032312,0.0361,0.0195901163,0.027436,0.4397854385,0.04432885728,0.08634797716
Real Estate (Development),20,0.749504,0.0621748032,0.6882228305,0.4426615696,0.0391,0.0580027943,0.029716,0.3117771695,0.05205488941,0.09438487024
Real Estate (General/Diversified),10,0.7451297778,0.06195259271,0.8090323184,0.4106783235,0.0391,0.1277035598,0.029716,0.1909676816,0.05579644534,0.09827696964
Real Estate (Operations & Services),60,1.022576667,0.07604689467,0.6815980871,0.5401434137,0.0391,0.08815659575,0.029716,0.3184019129,0.06129504918,0.1039968127
Recreation,70,0.8495338667,0.06725632043,0.771688614,0.5084978235,0.0391,0.1015953872,0.029716,0.228311386,0.05868543784,0.1012822023
Reinsurance,3,0.521528,0.0505936224,0.7829226123,0.1899119142,0.0311,0.1091667371,0.023636,0.2170773877,0.04474173215,0.08677746426
Restaurant/Dining,81,0.85012096,0.06728614477,0.7563875116,0.4840640778,0.0391,0.1499095767,0.029716,0.2436124884,0.05813358831,0.1007081488
Retail (Automotive),25,1.010853333,0.07545134933,0.5683101667,0.4262292496,0.0391,0.1903751689,0.029716,0.4316898333,0.05570786401,0.09818482419
Retail (Building Supply),8,0.8565074286,0.06761057737,0.8484719684,0.534448341,0.0391,0.1535776935,0.029716,0.1515280316,0.06186848666,0.1045933227
Retail (Distributors),92,1.148735684,0.08245577276,0.6869160212,0.4923922315,0.0391,0.1420123984,0.029716,0.3130839788,0.06594379486,0.1088326031
Retail (General),18,1.050087556,0.07744444782,0.7624870092,0.4993976984,0.0391,0.2295990423,0.029716,0.2375129908,0.06610832143,0.1090037495
Retail (Grocery and Food),14,0.7065753846,0.05999402954,0.5444201183,0.4572660918,0.0391,0.2103758965,0.029716,0.4555798817,0.04619996842,0.08829437343
Retail (Online),61,1.181885887,0.08413980305,0.8975537637,0.6063534571,0.0391,0.07566881344,0.029716,0.1024462363,0.07856428926,0.1219608897
Retail (Special Lines),106,1.111136421,0.08054573019,0.6536072036,0.5967894835,0.0391,0.2200523755,0.029716,0.3463927964,0.06293867781,0.1057065736
Rubber& Tires,4,0.952824,0.0725034592,0.5618252266,0.5623611282,0.0391,0.07907243527,0.029716,0.4381747734,0.05375507396,0.09615346261
Semiconductor,72,1.172488478,0.08366241466,0.8841948663,0.5267620142,0.0391,0.08039198216,0.029716,0.1158051337,0.0774151429,0.1207655068
Semiconductor Equip,45,0.98194,0.073982552,0.8965813486,0.6104314702,0.0391,0.08506512996,0.029716,0.1034186514,0.06940456489,0.112432619
Shipbuilding & Marine,9,1.340605333,0.09220275093,0.6804874883,0.9439894423,0.0816,0.08312274874,0.062016,0.3195125117,0.08255770632,0.126114984
Shoe,11,0.880916,0.0688505328,0.9119601813,0.4439407718,0.0391,0.1675217861,0.029716,0.08803981868,0.06540513563,0.1082722706
Software (Entertainment),13,0.8910298182,0.06936431476,0.9394070726,0.4961437543,0.0391,0.02213832761,0.029716,0.0605929274,0.06696190731,0.1098916798
Software (Internet),305,1.203340905,0.08522971799,0.9679014524,0.6559523942,0.0466,0.0250221895,0.035416,0.03209854757,0.08363076999,0.127231223
Software (System & Application),255,1.087548411,0.07934745929,0.8761143587,0.5326828175,0.0391,0.039808396,0.029716,0.1238856413,0.07319883413,0.1163795527
Steel,37,1.816675097,0.1163870949,0.7340654578,0.7039900034,0.0466,0.070538392,0.035416,0.2659345422,0.09485408386,0.1389061127
Telecom (Wireless),18,1.301757538,0.09022928295,0.454599085,0.5446150861,0.0391,0.0794811997,0.029716,0.545400915,0.05722528306,0.09976329739
Telecom. Equipment,104,1.034477447,0.0766514543,0.8282899186,0.5786707538,0.0391,0.0812162649,0.029716,0.1717100814,0.06859216362,0.1115875304
Telecom. Services,66,1.083345379,0.07913394527,0.5570039811,0.5256684228,0.0391,0.08045749318,0.029716,0.4429960189,0.05724199225,0.09978067889
Tobacco,24,1.262202526,0.08821988834,0.8537055191,0.4515824731,0.0391,0.05253366956,0.029716,0.1462944809,0.07966109236,0.1231018233
Transportation,18,0.9490325,0.072310851,0.7690896862,0.4636437129,0.0391,0.2191940135,0.029716,0.2309103138,0.06247526059,0.1052245105
Transportation (Railroads),8,1.005443429,0.07517652617,0.8152406539,0.2977067039,0.0361,0.2382078086,0.027436,0.1847593461,0.06635601777,0.109261412
Trucking,30,1.19801632,0.08495922906,0.588938974,0.5424718891,0.0391,0.2055603608,0.029716,0.411061026,0.06225089064,0.1049911129
Utility (General),18,0.2933671111,0.03900304924,0.5979485923,0.2066693085,0.0311,0.3088881771,0.023636,0.4020514077,0.03282470546,0.07438094975
Utility (Water),23,0.342384,0.0414931072,0.7239063175,0.3449600049,0.0361,0.1509108545,0.027436,0.2760936825,0.03761202871,0.07936089345
Total Market,7247,0.9998353328,0.07489163491,0.6289101212,0.5352091417,0.0391,0.1004108786,0.029716,0.3710898788,0.05812741402,0.1007017261
Total Market (without financials),6057,1.068687452,0.07838932256,0.7648552535,0.5715723366,0.0391,0.07920211252,0.029716,0.2351447465,0.06694404647,0.1098731003
