Industry Name,Number of Firms,Beta,Cost of Equity,E/(D+E),Std Dev in Stock,Cost of Debt,Tax Rate,After-tax Cost of Debt,D/(D+E),Cost of Capital,Cost of Capital (Local Currency)
Investments & Asset Management,348,0.9292368078,0.05315997733,0.6886097589,0.2885495285,0.0258,0.04640228208,0.018834,0.3113902411,0.04247120297,0.08868913808
Machinery,125,1.047935885,0.05876257376,0.8357574106,0.3428055344,0.0258,0.08809803065,0.018834,0.1642425894,0.05220460141,0.0988540665
Metals & Mining,86,0.9037228266,0.05195571741,0.8073811793,0.6784026451,0.040925,0.01698263297,0.02987525,0.1926188207,0.04770260382,0.09415247296
Office Equipment & Services,22,1.000296482,0.05651399393,0.6764928269,0.3111157261,0.0258,0.1320496734,0.018834,0.3235071731,0.04432424561,0.09062433532
Oil/Gas (Integrated),3,1.260614014,0.06880098144,0.6939892679,0.2638843976,0.0258,0.08542471042,0.018834,0.3060107321,0.05351054887,0.1002179131
Oil/Gas (Production and Exploration),278,1.183390596,0.06515603611,0.5811357851,0.5627627425,0.02998,0.006784663087,0.0218854,0.4188642149,0.04703151509,0.09345163152
Oil/Gas Distribution,57,1.156935458,0.0639073536,0.4353633495,0.4077780478,0.02998,0.04546994045,0.0218854,0.5646366505,0.04018021847,0.08629658284
Oilfield Svcs/Equip.,135,1.207736157,0.06630514659,0.5635789237,0.5026747447,0.02998,0.01188121255,0.0218854,0.4364210763,0.04691943297,0.09333458025
Packaging & Container,26,0.9216211012,0.05280051598,0.6446961021,0.2921549504,0.0258,0.1566979033,0.018834,0.3553038979,0.04073208045,0.08687291161
Paper/Forest Products,15,1.138718351,0.06304750618,0.7271441463,0.3566957194,0.0258,0.0593816889,0.018834,0.2728558537,0.0509835922,0.09757892388
Power,55,0.6665369159,0.04076054243,0.5615390408,0.1985988098,0.0192,0.09907926072,0.014016,0.4384609592,0.0290341047,0.07465630639
Precious Metals,93,0.757222411,0.0450408978,0.8873765119,0.6776341202,0.040925,0.01083846547,0.02987525,0.1126234881,0.04333288964,0.08958902761
Publishing & Newspapers,29,1.408170748,0.07576565929,0.6493429432,0.3746945786,0.0258,0.05761905806,0.018834,0.3506570568,0.05580217121,0.1026111345
R.E.I.T.,238,1.205879139,0.06621749538,0.5658477186,0.3240466386,0.0258,0.01264804189,0.018834,0.4341522814,0.04564584276,0.09200452545
Real Estate (Development),25,0.8485468366,0.04935141069,0.5136143193,0.6069587345,0.02998,0.02839948784,0.0218854,0.4863856807,0.03599233638,0.0819230311
Real Estate (General/Diversified),11,0.7807684737,0.04615227196,0.7738813663,0.2099317935,0.0192,0.07340174501,0.014016,0.2261186337,0.03888566205,0.08494463229
Real Estate (Operations & Services),61,0.9208927334,0.05276613702,0.7102762143,0.3472166108,0.0258,0.04381519243,0.018834,0.2897237857,0.04293518982,0.08917369578
Recreation,69,0.8666049796,0.05020375504,0.8032191474,0.5639985764,0.02998,0.05780861396,0.0218854,0.1967808526,0.04463124499,0.09094494551
Reinsurance,2,1.162552284,0.06417246781,0.7219215469,0.2522833497,0.0258,0.1257225434,0.018834,0.2780784531,0.05156481681,0.09818591707
Restaurant/Dining,79,1.344799998,0.07277455991,0.7479413737,0.5362551869,0.02998,0.03191809752,0.0218854,0.2520586263,0.05994750817,0.1069402548
Retail (Automotive),30,1.298300336,0.07057977587,0.6679414897,0.4281876933,0.02998,0.1165015424,0.0218854,0.3320585103,0.05441039396,0.1011576528
Retail (Building Supply),15,1.544831929,0.08221606706,0.8468543968,0.4060390681,0.02998,0.1347578894,0.0218854,0.1531456032,0.07297669066,0.1205470858
Retail (Distributors),85,0.9709642519,0.05512951269,0.6861687871,0.4197426052,0.02998,0.1221464018,0.0218854,0.3138312129,0.04469647248,0.09101306486
Retail (General),17,0.8989781987,0.05173177098,0.8241059206,0.3891086642,0.0258,0.124788283,0.018834,0.1758940794,0.04594524784,0.09231720464
Retail (Grocery and Food),14,0.24210865,0.02072752828,0.5145616813,0.3771892873,0.0258,0.1352272433,0.018834,0.4854383187,0.01980833709,0.0650215146
Retail (Online),75,1.164120425,0.06424648405,0.9333110038,0.5286592106,0.02998,0.02931795887,0.0218854,0.06668899619,0.06142146588,0.1084795604
Retail (Special Lines),85,1.282002554,0.06981052056,0.6744955452,0.490094573,0.02998,0.08060511223,0.0218854,0.3255044548,0.05421068032,0.1009490849
Rubber& Tires,3,1.093955548,0.06093470188,0.3637659175,0.4382723901,0.02998,0.05303030303,0.0218854,0.6362340825,0.03609020513,0.08202523885
Semiconductor,70,1.001993207,0.05659407938,0.9114877097,0.3725527386,0.0258,0.06405070963,0.018834,0.08851229035,0.05325184827,0.09994774302
Semiconductor Equip,40,1.070380651,0.05982196674,0.9256423281,0.3590552168,0.0258,0.07384160078,0.018834,0.07435767192,0.05677419696,0.103626255
Shipbuilding & Marine,11,1.035148856,0.058159026,0.6166944146,0.2983019629,0.0258,0.02296185903,0.018834,0.3833055854,0.04308552389,0.0893306949
Shoe,11,0.9832092184,0.05570747511,0.9357069292,0.3150494707,0.0258,0.06626556388,0.018834,0.06429307081,0.05333676616,0.1000364257
Software (Entertainment),101,0.9586952213,0.05455041445,0.9745078891,0.6261407643,0.02998,0.005797347069,0.0218854,0.02549211085,0.05371771428,0.1004342632
Software (Internet),36,0.7731297817,0.0457917257,0.9188542952,0.3272513071,0.0258,0.03301377991,0.018834,0.08114570483,0.04360422204,0.08987238952
Software (System & Application),388,0.911687213,0.05233163645,0.9385010391,0.4797059002,0.02998,0.02771864266,0.0218854,0.06149896085,0.05045922455,0.09703130839
Steel,32,0.9526743266,0.05426622822,0.6655979592,0.3931915523,0.0258,0.06009923653,0.018834,0.3344020408,0.04241761879,0.08863317824
Telecom (Wireless),16,0.5310142822,0.03436387412,0.6469531912,0.3977891384,0.0258,0.03569948504,0.018834,0.3530468088,0.02888110162,0.07449651992
Telecom. Equipment,96,0.8693736522,0.05033443638,0.8710977433,0.4310848014,0.02998,0.03850506913,0.0218854,0.1289022567,0.04666729139,0.09307125998
Telecom. Services,58,0.6590463449,0.04040698748,0.5460320516,0.4352974532,0.02998,0.03928672417,0.0218854,0.4539679484,0.03199878041,0.07775242092
Tobacco,15,0.7218411458,0.04337090208,0.7673800758,0.2448823355,0.0192,0.0869229855,0.014016,0.2326199242,0.03654236699,0.0824974473
Transportation,21,0.9073853851,0.05212859017,0.7593352189,0.2867619468,0.0258,0.1055753237,0.018834,0.2406647811,0.04411575492,0.0904066012
Transportation (Railroads),6,0.8448084967,0.04917496104,0.8160552788,0.1683399777,0.0192,0.1557970005,0.014016,0.1839447212,0.04270765576,0.08893607399
Trucking,35,1.111788782,0.06177643053,0.7476223277,0.3878376073,0.0258,0.09702082743,0.018834,0.2523776723,0.05093871987,0.09753206213
Utility (General),16,0.739778459,0.04421754326,0.5724325238,0.1844465287,0.0192,0.09739666075,0.014016,0.4275674762,0.03130434563,0.07702719839
Utility (Water),17,0.7339677479,0.0439432777,0.7119488366,0.3596092657,0.0258,0.1079233377,0.018834,0.2880511634,0.03671052105,0.08267305646
Total Market,7582,0.9415331239,0.05374036345,0.6741924706,0.4120539593,0.02998,0.05755623433,0.0218854,0.3258075294,0.04336177651,0.08961919517
Total Market (without financials),6253,0.9783060091,0.05547604363,0.7993365746,0.4477296058,0.02998,0.0438572085,0.0218854,0.2006634254,0.04873563002,0.09523129834
